Date,Stock Price,Market Cap (Billion USD),Company,Sector,Industry,PE_Ratio,PB_Ratio,Profit_Margin,ROE,ROA,Debt_to_Equity,Company_Age_Years,Market_Cap_Category
2000-01-01 00:00:00+09:00,86.08744812011719,7122.72901237875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2000-02-01 00:00:00+09:00,80.77342224121094,6683.05555095375,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2000-03-01 00:00:00+09:00,86.6188735961914,7166.698252250625,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2000-04-01 00:00:00+09:00,71.32391357421875,5901.219278595,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2000-05-01 00:00:00+09:00,68.13031768798828,5636.986587658125,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2000-06-01 00:00:00+09:00,75.0498046875,6209.49317112,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2000-07-01 00:00:00+09:00,69.72711181640625,5769.102617505,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2000-08-01 00:00:00+09:00,67.5980453491211,5592.947279799375,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2000-09-01 00:00:00+09:00,56.4204216003418,4668.129705304687,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2000-10-01 00:00:00+09:00,52.96455764770508,4382.197400702812,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2000-11-01 00:00:00+09:00,50.93771743774414,4214.500089629062,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2000-12-01 00:00:00+09:00,43.897125244140625,3631.9734684225,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2001-01-01 00:00:00+09:00,43.203731536865234,3574.6032526284375,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2001-02-01 00:00:00+09:00,40.96352767944336,3389.2525963209373,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2001-03-01 00:00:00+09:00,42.67034912109375,3530.472098895,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2001-04-01 00:00:00+09:00,41.99451446533203,3474.554689153125,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2001-05-01 00:00:00+09:00,39.373207092285156,3257.672176265625,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2001-06-01 00:00:00+09:00,34.772544860839844,2877.021209514375,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2001-07-01 00:00:00+09:00,34.29106140136719,2837.18408713875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2001-08-01 00:00:00+09:00,28.887950897216797,2390.1399153646876,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2001-09-01 00:00:00+09:00,29.315914154052734,2425.5488672184374,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2001-10-01 00:00:00+09:00,27.092344284057617,2241.5744787342187,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2001-11-01 00:00:00+09:00,27.414867401123047,2268.2594927896876,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2001-12-01 00:00:00+09:00,22.953235626220703,1899.1116695053124,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2002-01-01 00:00:00+09:00,20.80304527282715,1721.2085773973438,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2002-02-01 00:00:00+09:00,22.953235626220703,1899.1116695053124,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2002-03-01 00:00:00+09:00,27.092344284057617,2241.5744787342187,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2002-04-01 00:00:00+09:00,27.286163330078125,2257.6107368925,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2002-05-01 00:00:00+09:00,30.636154174804688,2534.78328064875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2002-06-01 00:00:00+09:00,26.637781143188477,2203.9646977251564,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2002-07-01 00:00:00+09:00,26.475690841674805,2190.5536219129685,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2002-08-01 00:00:00+09:00,25.178922653198242,2083.261227956719,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2002-09-01 00:00:00+09:00,21.882976531982422,1810.5602526871876,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2002-10-01 00:00:00+09:00,24.408126831054688,2019.48689284875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2002-11-01 00:00:00+09:00,26.202041625976562,2167.91235131625,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2002-12-01 00:00:00+09:00,23.429624557495117,1938.5272792842188,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2003-01-01 00:00:00+09:00,21.853153228759766,1808.0927233115624,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2003-02-01 00:00:00+09:00,23.26654052734375,1925.033984055,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2003-03-01 00:00:00+09:00,21.907514572143555,1812.5904883879687,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2003-04-01 00:00:00+09:00,22.85643768310547,1891.102772356875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2003-05-01 00:00:00+09:00,22.528358459472656,1863.958055495625,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2003-06-01 00:00:00+09:00,25.754493713378906,2130.882998360625,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2003-07-01 00:00:00+09:00,27.285558700561523,2257.5607108748436,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2003-08-01 00:00:00+09:00,28.10576820373535,2325.423449892656,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2003-09-01 00:00:00+09:00,27.668323516845703,2289.2300206453124,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2003-10-01 00:00:00+09:00,26.97706413269043,2232.0363951154686,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2003-11-01 00:00:00+09:00,28.845138549804688,2386.59769456875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2003-12-01 00:00:00+09:00,28.40558433532715,2350.229726597344,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2004-01-01 00:00:00+09:00,26.647409439086914,2204.7613265489063,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2004-02-01 00:00:00+09:00,27.80121612548828,2300.225329018125,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2004-03-01 00:00:00+09:00,32.41644287109375,2682.081338895,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2004-04-01 00:00:00+09:00,32.00214767456055,2647.8032590996877,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2004-05-01 00:00:00+09:00,30.07098388671875,2488.022052435,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2004-06-01 00:00:00+09:00,32.16767501831055,2661.4987099396876,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2004-07-01 00:00:00+09:00,30.622743606567383,2533.6737130457814,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
